player,number_of_not_outs,tot_runs,highest_score,tot_balls_faced,number_of_hundreds,number_of_fifties,number_of_fours,number_of_sixes,batting_average,batting_strike_rate,number_of_overs,runs,wickets,number_of_four_fers,number_of_five_fers,max_number_of_wickets_per_match,number_of_balls_bowled,bowling_average,bowling_strike_rate,total_matches,total_innings,role,amount,player_origin,player_id
shardul thakur,5.0,46.0,15.0,41.0,0.0,0.0,4.0,1.0,0.7666666666666666,112.19512195121952,206.0,1829.0,66.0,0.0,0.0,3.0,1236.0,27.71212121212121,18.727272727272727,60.0,59.0,Bowler,26000000.0,Indian,fd81880e-34d3-4102-a5ad-e46498c49f7d
shaun marsh,1.0,423.0,84.0,328.0,0.0,3.0,49.0,9.0,28.2,128.96341463414635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,Batsman,22000000.0,Overseas,8ac64267-72a7-4427-9b47-6b8253352fa8
sheldon cottrell,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,176.0,6.0,0.0,0.0,2.0,120.0,29.33333333333333,20.0,6.0,6.0,Bowler,85000000.0,Overseas,c2d3342a-f3c7-41c2-9627-df49e3aa8acf
sheldon jackson,1.0,38.0,16.0,31.0,0.0,0.0,5.0,0.0,9.5,122.58064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Wicket Keeper,2000000.0,Indian,d9f73f9b-3dfb-4ae8-a9f0-2943be0473cf
sherfane rutherford,2.0,73.0,28.0,54.0,0.0,0.0,2.0,7.0,10.428571428571429,135.1851851851852,7.0,59.0,1.0,0.0,0.0,1.0,42.0,59.0,42.0,7.0,7.0,All-Rounder,20000000.0,Overseas,49993cdd-2cb7-4c86-9150-aaa8d8c2c8cd
shikhar dhawan,13.0,3203.0,106.0,2450.0,2.0,23.0,357.0,70.0,33.36458333333333,130.73469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,Batsman,52000000.0,Indian,e6e6c21a-9fa3-44f1-bd26-8a375a90c145
shimron hetmyer,9.0,517.0,75.0,342.0,0.0,2.0,34.0,31.0,16.677419354838708,151.16959064327483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,Batsman,77500000.0,Overseas,d43e042a-2635-4612-8e55-23e0075ec5cc
shivam dube,4.0,399.0,64.0,331.0,0.0,1.0,24.0,22.0,16.625,120.54380664652568,9.0,73.0,4.0,0.0,0.0,2.0,54.0,18.25,13.5,24.0,22.0,All-Rounder,44000000.0,Indian,1919874b-47df-4b72-ad1e-834c619f1c2c
shivam mavi,2.0,48.0,20.0,49.0,0.0,0.0,4.0,2.0,1.8461538461538465,97.95918367346938,86.0,715.0,25.0,1.0,0.0,4.0,516.0,28.6,20.64,26.0,26.0,All-Rounder,30000000.0,Indian,cb4a9088-234f-4b3d-b98f-297662ab1a9e
shivil kaushik,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,192.0,6.0,0.0,0.0,3.0,138.0,32.0,23.0,7.0,7.0,Bowler,1000000.0,Indian,83cd3d8e-e507-4633-83e0-49b10952d139
shreevats goswami,0.0,52.0,35.0,44.0,0.0,0.0,6.0,1.0,6.5,118.18181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,Wicket Keeper,10000000.0,Indian,8fc1f20d-fe38-4923-9a90-85af574bfa39
shreyas gopal,6.0,159.0,24.0,151.0,0.0,0.0,16.0,2.0,3.697674418604651,105.29801324503312,129.0,1010.0,41.0,1.0,0.0,4.0,774.0,24.634146341463413,18.87804878048781,43.0,38.0,All-Rounder,2000000.0,Indian,358794aa-9eb0-493d-b247-78e037444fd3
shreyas iyer,11.0,1936.0,96.0,1574.0,0.0,12.0,155.0,67.0,26.52054794520548,122.9987293519695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,Batsman,26000000.0,Indian,e3f87bcd-01ad-4fd7-970f-416084265bf8
shubman gill,10.0,1417.0,76.0,1152.0,0.0,10.0,137.0,36.0,24.43103448275862,123.00347222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,Batsman,18000000.0,Indian,53c388ec-56f0-459f-8134-b83b7774df02
siddarth kaul,5.0,11.0,7.0,25.0,0.0,0.0,1.0,0.0,0.2619047619047619,44.0,162.0,1400.0,52.0,1.0,0.0,4.0,972.0,26.923076923076923,18.692307692307693,43.0,43.0,Bowler,38000000.0,Indian,1160b3c9-3a87-4569-841a-9853dfc8e469
stuart binny,7.0,255.0,33.0,194.0,0.0,0.0,18.0,13.0,6.891891891891892,131.44329896907217,30.0,228.0,6.0,0.0,0.0,2.0,180.0,38.0,30.0,37.0,23.0,All-Rounder,5000000.0,Indian,e4668e05-4256-4fad-b9e6-8a60798909ad
suryakumar yadav,10.0,2020.0,82.0,1491.0,0.0,13.0,233.0,55.0,23.76470588235294,135.47954393024816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,76.0,Batsman,32000000.0,Indian,b7a0f689-f883-459c-b6ef-235b7264ba60
swapnil singh,0.0,12.0,10.0,20.0,0.0,0.0,0.0,0.0,2.4,60.0,7.0,61.0,1.0,0.0,0.0,1.0,42.0,61.0,42.0,5.0,4.0,All-Rounder,1000000.0,Indian,832aa731-a355-41c4-bf44-839c1fa7f1ec
t natarajan,3.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.1875,60.0,83.0,688.0,20.0,0.0,0.0,2.0,498.0,34.4,24.9,24.0,24.0,Bowler,4000000.0,Indian,540c1d4f-59ab-4987-8d71-3c65e14e9f9e
thisara perera,3.0,150.0,34.0,93.0,0.0,0.0,7.0,11.0,12.5,161.29032258064515,33.0,326.0,9.0,0.0,0.0,3.0,198.0,36.22222222222222,22.0,12.0,11.0,All-Rounder,10000000.0,Overseas,612783e3-67fe-4290-9f93-d4dfa9060c31
tim southee,4.0,101.0,36.0,82.0,0.0,0.0,6.0,4.0,3.6071428571428568,123.17073170731707,103.0,899.0,21.0,0.0,0.0,3.0,618.0,42.80952380952381,29.428571428571427,28.0,28.0,Bowler,10000000.0,Overseas,44b56479-d03d-4186-bcb2-0f78d8eff6d1
tom banton,0.0,18.0,10.0,20.0,0.0,0.0,1.0,1.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Batsman,10000000.0,Overseas,be74bdba-6964-406d-a499-8c71c94dce6b
tom curran,5.0,127.0,54.0,107.0,0.0,1.0,10.0,3.0,9.769230769230768,118.69158878504672,39.0,430.0,13.0,0.0,0.0,3.0,234.0,33.07692307692308,18.0,13.0,13.0,All-Rounder,52500000.0,Overseas,204870d6-d81f-47f5-82ca-ffdd6ef1d654
travis head,3.0,205.0,75.0,148.0,0.0,1.0,12.0,8.0,20.5,138.51351351351352,8.0,81.0,2.0,0.0,0.0,2.0,48.0,40.5,24.0,10.0,10.0,Batsman,5000000.0,Overseas,195bb5e1-5a0c-4c3b-b4fe-682ace799a22
trent boult,7.0,13.0,6.0,19.0,0.0,0.0,0.0,1.0,0.2407407407407407,68.42105263157895,207.0,1747.0,67.0,1.0,0.0,4.0,1242.0,26.074626865671643,18.53731343283582,55.0,55.0,Bowler,22000000.0,Overseas,260455a2-a071-4439-9195-6113c21371fd
tushar deshpande,1.0,21.0,20.0,12.0,0.0,0.0,2.0,1.0,4.2,175.0,17.0,192.0,3.0,0.0,0.0,2.0,102.0,64.0,34.0,5.0,5.0,Bowler,2000000.0,Indian,e120c2e6-2e8f-46b7-a979-7cffc4015ef6
tymal mills,0.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,1.6,72.72727272727272,18.0,153.0,5.0,0.0,0.0,2.0,108.0,30.6,21.6,5.0,5.0,Bowler,120000000.0,Overseas,cd63d7ac-5cb5-42f7-bdae-66a0820ec936
umesh yadav,11.0,47.0,14.0,56.0,0.0,0.0,3.0,2.0,0.94,83.92857142857143,165.0,1433.0,55.0,1.0,0.0,4.0,990.0,26.05454545454545,18.0,50.0,48.0,Bowler,10000000.0,Indian,b4d4ba5a-d225-4809-ad06-b687bd0a133f
unmukt chand,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Batsman,6500000.0,Indian,5550c101-132e-4ce5-91a3-e784260c2dbb
varun aaron,3.0,8.0,4.0,27.0,0.0,0.0,0.0,0.0,0.5714285714285714,29.62962962962963,55.0,506.0,13.0,0.0,0.0,3.0,330.0,38.92307692307692,25.384615384615383,19.0,19.0,Bowler,24000000.0,Indian,cbf0f2a0-1405-4721-aa8e-541ba592d3e8
varun chakaravarthy,3.0,12.0,7.0,19.0,0.0,0.0,0.0,0.0,0.4,63.1578947368421,123.0,839.0,36.0,0.0,1.0,5.0,738.0,23.30555555555556,20.5,31.0,31.0,All-Rounder,40000000.0,Indian,098d722e-5f8c-4b30-a752-7774a824e1d9
venkatesh iyer,1.0,370.0,67.0,288.0,0.0,4.0,37.0,14.0,37.0,128.47222222222223,8.0,69.0,3.0,0.0,0.0,2.0,48.0,23.0,16.0,10.0,10.0,All-Rounder,2000000.0,Indian,9f8646a1-af0e-495d-bf1b-6ddc37ed5bef
vijay shankar,12.0,712.0,63.0,564.0,0.0,3.0,45.0,28.0,15.478260869565217,126.24113475177305,37.0,310.0,9.0,0.0,0.0,2.0,222.0,34.44444444444444,24.666666666666668,46.0,39.0,All-Rounder,32000000.0,Indian,2ac244f9-6142-4eab-80a6-d84be8ae0460
virat singh,0.0,15.0,11.0,26.0,0.0,0.0,1.0,0.0,5.0,57.692307692307686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,Batsman,19000000.0,Indian,8d219629-3bb9-4a07-8b87-8e10063fe31e
vishnu vinod,0.0,19.0,9.0,26.0,0.0,0.0,1.0,1.0,6.333333333333333,73.07692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,Wicket Keeper,2000000.0,Indian,15dd0244-5fd1-4f5c-8bf3-75ef8b295cc5
washington sundar,10.0,217.0,35.0,195.0,0.0,0.0,17.0,6.0,5.166666666666666,111.28205128205128,125.0,867.0,27.0,0.0,0.0,3.0,750.0,32.111111111111114,27.77777777777778,42.0,41.0,All-Rounder,32000000.0,Indian,420b4949-37de-4f86-826a-76f96bd37bc9
wriddhiman saha,5.0,1057.0,93.0,847.0,0.0,5.0,110.0,21.0,19.218181818181815,124.79338842975208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,Wicket Keeper,12000000.0,Indian,788629c0-e332-44da-ad07-9997ce864caa
yashasvi jaiswal,0.0,289.0,50.0,212.0,0.0,1.0,34.0,12.0,22.230769230769234,136.32075471698113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,All-Rounder,24000000.0,Indian,606c3c78-6e62-40bb-9064-de52972ea606
yusuf pathan,20.0,804.0,63.0,608.0,0.0,4.0,65.0,31.0,14.618181818181817,132.23684210526315,12.0,88.0,3.0,0.0,0.0,3.0,72.0,29.33333333333333,24.0,55.0,45.0,All-Rounder,19000000.0,Indian,819e13d7-812e-42f4-b326-5d2e87b95a80
yuvraj singh,3.0,651.0,70.0,504.0,0.0,3.0,65.0,29.0,19.14705882352941,129.16666666666669,2.0,22.0,1.0,0.0,0.0,4.0,12.0,22.0,12.0,34.0,31.0,All-Rounder,10000000.0,Indian,9c89cda6-a537-4d1f-807d-c18f9972fc1c
zaheer khan,2.0,10.0,4.0,26.0,0.0,0.0,1.0,0.0,0.4347826086956521,38.46153846153847,83.0,650.0,20.0,0.0,0.0,4.0,498.0,32.5,24.9,23.0,23.0,Bowler,40000000.0,Indian,641eaff1-ceb2-4c36-ae63-6496a8d61ef9
anukul roy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,1.0,12.0,11.0,12.0,1.0,1.0,All-Rounder,2000000.0,Indian,693b77c8-de99-4e67-870e-d94294e1b289
brad hogg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,142.0,4.0,0.0,0.0,4.0,96.0,35.5,24.0,5.0,5.0,Bowler,5000000.0,Overseas,085cba35-7e5e-4de2-9f5a-e4564967a320
jason behrendorff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,165.0,5.0,0.0,0.0,2.0,114.0,33.0,22.8,5.0,5.0,Bowler,15000000.0,Overseas,0ab7e3c1-c59e-4746-be0a-72827dd9c0a2
john hastings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,2.0,0.0,0.0,2.0,36.0,18.5,18.0,2.0,2.0,Bowler,13000000.0,Overseas,92980c66-2970-4bfb-9f53-294ee3172bae
josh hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,357.0,12.0,0.0,0.0,3.0,270.0,29.75,22.5,12.0,12.0,Bowler,20000000.0,Overseas,ece072f2-ac46-4f10-9a74-551448a9d446
kulwant khejroliya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,154.0,3.0,0.0,0.0,2.0,96.0,51.333333333333336,32.0,5.0,5.0,Bowler,8500000.0,Indian,2181957d-d98e-4b54-aeb2-c42b770dd38f
matt henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0,1.0,0.0,0.0,1.0,30.0,71.0,30.0,2.0,2.0,Bowler,5000000.0,Overseas,d35d6278-32a3-447b-bbef-582d0aee2730
nathu singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,1.0,24.0,15.0,24.0,2.0,2.0,Bowler,2000000.0,Indian,98a58235-019d-4c82-9367-8d7564df794a
oshane thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,79.0,5.0,0.0,0.0,2.0,60.0,15.8,12.0,4.0,4.0,Bowler,5000000.0,Overseas,809ca6a4-faf8-46db-b0fc-a0de634cbc56
riley meredith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,169.0,4.0,0.0,0.0,1.0,102.0,42.25,25.5,5.0,5.0,Bowler,80000000.0,Overseas,c230f1ff-b6ee-4268-b5f8-bc35cf3daa0c
sandeep warrier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,85.0,2.0,0.0,0.0,2.0,72.0,42.5,36.0,3.0,3.0,Bowler,1000000.0,Indian,f1ccc4cf-154c-4b34-9b1b-39ddad67e5c9
scott boland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,54.0,2.0,0.0,0.0,2.0,42.0,27.0,21.0,2.0,2.0,Bowler,5000000.0,Overseas,6044e6dc-0b54-4138-98a9-7cf0b4e11ca1
